Geneid	F1_1	F1_2	F1_3	ND_1	ND_2	ND_3
mtSSB	15	19	23	21	19	21
Ubc6	4191	4192	4666	4188	4339	4352
abs	272	287	242	284	335	305
alpha-Cat	2423	2407	2728	2278	2453	2578
E(spl)m7-HLH	3	3	4	1	2	8
Gnf1	421	441	356	417	482	456
nrm	2045	1858	1706	2164	2216	2140
opa	93	97	101	111	95	89
NPF	312	373	459	359	402	372
Nep2	1287	1319	962	1281	1355	1110
Trxr-2	0	1	0	0	0	0
nonA-l	311	319	323	299	323	359
Su(fu)	263	286	297	263	296	242
Karybeta3	8000	8149	7508	7966	8211	8890
Ten-m	4632	4383	3608	4811	4194	4692
rpk	2	1	1	2	0	3
Hem	773	729	847	760	884	887
Dlip2	161	140	181	161	170	164
Ddx1	203	252	197	250	284	246
DNApol-alpha180	84	65	50	79	46	50
RpLP0	25702	26440	28221	25305	27010	23957
Cdk8	70	87	97	57	84	77
Act79B	2842	1773	2199	2119	2651	1047
Acf	107	98	117	106	101	108
Chs2	16	15	24	25	37	10
128up	454	434	514	400	416	402
Glut3	0	0	0	0	0	0
CycH	105	118	131	110	131	132
Cat	9161	9907	10033	10553	10910	11490
Rpn10	1255	1335	1437	1184	1381	1193
croc	39	50	36	44	38	42
Pc	575	588	584	567	576	594
Edg78E	10	9	11	17	14	14
ppl	2064	1879	2290	2050	2023	1934
Ac78C	342	382	318	359	321	371
ko	730	722	674	707	821	745
Sin	213	216	275	212	237	209
fng	859	868	917	877	912	936
CSN3	502	569	555	481	564	545
Mst77F	16	16	10	17	16	9
kni	211	246	195	227	233	212
mRpL15	303	325	304	263	295	291
Las	637	678	669	631	581	589
Ide	1942	1915	1596	1932	1948	2061
alphaSnap	4783	4878	5265	4762	5118	4802
polo	1	5	8	5	4	48
Clc	2149	2236	2395	2227	2311	2068
gig	1057	1096	961	1024	1080	1078
sNPF-R	510	502	504	515	577	612
fln	27	14	26	23	29	25
Ac76E	1762	1526	1348	1812	1532	1668
Rab8	2246	2318	2441	2105	2277	2449
trc	1526	1674	1556	1613	1673	1706
Deaf1	1585	1596	1762	1498	1538	1522
cyc	620	657	721	593	632	626
Kap-alpha1	1582	1697	1673	1609	1659	1537
CG42637	0	0	0	0	0	0
asf1	252	250	270	238	266	281
lush	1333	1195	1092	1321	1357	1105
Taf6	527	655	712	563	615	671
ash1	839	830	575	894	830	913
Shal	2046	1795	1760	1835	1905	1864
rept	256	280	287	240	271	233
MESR6	324	339	346	350	357	301
Acp76A	0	0	0	0	0	0
CSN1b	895	968	1009	908	978	926
Uggt	1580	1625	1392	1735	1704	1657
RpS14b	2275	2877	3400	2503	2888	2519
Amy-p	544	398	388	397	497	576
GNBP1	288	302	297	300	312	277
not	316	338	367	298	364	322
skl	108	111	106	109	127	95
rpr	34	37	38	25	41	41
grim	13	23	8	3	10	11
hid	327	290	341	297	311	375
mus304	65	69	76	61	76	74
mRpS26	158	190	174	159	138	157
Or74a	3	1	1	4	1	3
TpnC73F	297	323	332	406	252	228
Grd	162	188	130	196	193	181
a10	3474	3979	4238	3535	4106	3739
TSG101	1709	1888	1769	1623	1699	1725
Krn	391	402	446	395	422	377
Dab	2678	2711	2172	2665	2619	2876
Galphaf	54	49	39	51	29	42
Mo25	1665	1738	1786	1767	1710	1673
frc	0	0	0	0	0	0
Su(P)	518	548	589	525	510	538
Prosbeta6	1092	1072	1201	994	1185	1039
tap	1	3	5	5	2	3
tra	229	260	309	232	262	260
Syx8	331	345	403	309	325	356
Smn	158	159	196	135	152	141
st	395	365	446	453	431	425
aos	498	534	512	523	500	497
NitFhit	555	574	521	510	539	591
Nop60B	586	652	687	609	635	495
SsRbeta	2224	1523	1509	1987	1462	1115
mRpS34	179	223	220	202	225	212
mRpS17	240	248	263	259	269	252
Mgat1	360	377	340	368	409	408
NaPi-T	9	12	8	13	13	11
mRpS31	324	300	338	300	346	296
DNApol-delta	149	128	145	159	155	167
GstD7	0	0	1	3	1	1
Arl1	451	540	526	520	485	461
epsilonTry	10	0	5	13	1	2
CkIIalpha-i1	156	170	125	160	194	180
RnrS	171	163	137	140	134	142
comm	545	587	624	629	604	595
Eig71Eg	0	0	0	0	0	0
Eig71Ef	0	0	0	0	0	0
Gapdh1	18617	19042	18664	20063	18559	15335
Eig71Ee	0	0	0	0	0	0
Zip42C.1	0	0	2	0	1	2
Eig71Ed	0	0	0	0	0	0
Dpit47	247	245	284	236	270	211
Eig71Ec	0	0	0	0	0	0
Eig71Eb	0	0	1	0	0	0
Eig71Ea	1	0	0	0	0	0
Gr33a	9	22	18	13	15	18
mex1	1	4	4	7	3	0
Samuel	306	350	305	312	366	323
betaggt-I	489	436	443	450	513	471
Z600	0	0	1	0	1	0
nAChRbeta3	0	0	0	0	0	0
Ran-like	0	0	0	0	0	0
fliI	692	726	684	672	728	769
Toll-6	585	575	583	622	552	582
Tak1	1047	1210	1014	1038	1251	1182
upd1	1	0	2	0	1	2
Pdi	10595	9519	8426	10278	9772	8049
Hesr	0	1	0	0	0	0
Or71a	33	25	25	27	26	20
Prosalpha4	710	819	750	742	910	723
Prosbeta2	1353	1450	1512	1302	1510	1387
mRpL39	239	277	259	236	260	227
Tom	0	0	0	0	0	0
BobA	0	0	0	0	0	0
stwl	181	191	147	191	201	246
D	342	320	355	287	300	293
Hexo2	1114	1171	1271	1064	1201	1155
nAChRalpha3	1088	1109	1341	984	1013	1030
Meics	176	180	229	176	179	188
DCTN1-p150	1169	1365	1218	1219	1371	1323
Hml	4569	3588	3345	3978	3694	3965
Pp2C1	942	1007	717	915	923	901
mRpL30	528	481	600	462	473	436
SP	0	0	0	0	0	0
pon	14	14	13	15	6	20
rb	1144	1201	1177	1116	1144	1224
trn	509	504	504	526	490	433
bi	674	783	644	579	668	645
Syx13	587	709	666	637	615	645
mei-9	123	122	123	125	156	169
Femcoat	0	0	0	0	0	0
mRpL20	219	196	195	191	186	178
Klc	1693	1762	2041	1702	1834	1852
lva	2604	2493	2311	2444	2433	2543
Myc	1058	997	1023	663	1069	1440
caup	170	200	172	163	173	155
ara	96	119	116	93	81	96
ng3	0	0	0	0	0	1
Tsf2	739	755	802	736	797	782
eIF2beta	1249	1309	1384	1095	1220	1079
rst	281	310	318	323	297	297
eyg	141	208	176	152	173	154
Syx4	555	464	486	564	528	506
toe	274	339	267	217	219	228
per	342	423	1189	336	421	1172
ArfGAP1	879	883	986	881	813	780
HLH3B	20	7	14	10	13	15
Obp69a	603	656	681	611	590	540
Tsp3A	180	201	232	184	187	211
Klp3A	46	48	45	51	63	68
z	491	575	556	457	520	535
Rh7	522	469	451	485	557	587
tko	264	252	303	236	231	195
yps	7356	7912	8100	6901	7370	7073
Ufd1-like	522	511	568	507	528	519
gt	121	152	146	132	122	124
mRpL14	143	148	167	145	168	126
Gr2a	2	3	0	1	4	1
viaf	516	610	675	607	633	603
mRpL2	496	469	580	440	489	456
Raf	654	709	775	590	724	657
Tsp2A	35	41	40	29	34	26
byn	7	12	14	8	20	12
E(z)	354	342	357	326	348	356
Or2a	8	12	10	9	11	8
Rbf	819	903	795	807	845	837
CycA	36	41	49	53	48	151
hay	271	242	317	292	307	297
pcx	734	783	644	720	687	762
fz3	182	175	163	196	204	189
Klp68D	930	1049	1021	960	1037	1081
Gem3	117	144	125	111	149	142
Cyp4ae1	2	3	2	7	8	4
Or67c	5	6	7	6	7	11
Cyp4d2	0	0	0	0	0	0
elav	3367	3100	2811	3216	3096	3600
Gr68a	1	0	0	0	0	1
Dronc	252	250	262	247	260	264
TfIIEalpha	306	338	381	314	316	335
CalpB	1024	1079	982	1096	1164	1172
mRpL16	243	322	298	265	274	257
Cyp4g1	7	6	20	64	16	38
rt	182	180	155	164	153	177
Pgcl	0	1	0	0	0	0
Sgs3	0	0	0	0	0	0
I-2	945	1053	1078	823	934	990
Scgdelta	404	409	361	391	409	420
Or1a	32	32	45	25	34	65
Ilp2	976	1126	1476	1244	1196	1320
ATPsynB	6539	6538	7789	6936	6550	5482
Ubc4	1099	1111	1150	1092	1150	1070
alphaTub67C	25	29	36	25	29	72
Or67b	3	11	6	4	3	5
LanB2	1303	1238	973	1267	1206	888
Adgf-A2	7	15	9	20	12	14
Or67a	26	19	23	16	18	15
Uch-L5	274	278	284	259	341	263
RpS17	15038	16637	19788	15357	15182	14333
MESK4	0	0	1	0	1	0
aay	6161	8977	5981	4994	5926	7179
Hsp27	48	468	117	50	471	83
nol	15	20	9	9	11	6
Hsp23	182	978	294	163	891	149
Hsp67Ba	49	35	76	49	41	67
Or19a	8	6	5	3	3	4
Hsp26	93	511	306	108	534	160
Dhap-at	477	524	421	542	618	571
Hsp67Bc	125	123	139	132	165	122
Fdx1	117	125	158	115	122	125
Ugt37B1	2	0	1	0	0	0
Klp67A	9	10	15	8	9	19
Ugt37C1	2	1	4	1	0	4
Dlip1	39	57	43	28	55	46
Dlip3	174	191	224	181	181	177
Ilk	846	1006	957	906	964	964
GNBP3	1747	1565	2141	1610	1630	2031
CG13465	0	0	0	0	0	0
Mcm7	14	9	4	6	6	9
dally	3658	3474	2978	3410	3629	3581
pins	588	687	664	549	691	719
Kat60	662	722	639	619	709	683
Cp16	0	0	1	1	0	3
bor	671	677	723	563	705	670
retinin	55403	54965	68782	56028	56335	49820
Cp19	10	3	8	7	18	39
Cp15	3	0	5	3	3	3
Cp18	17	20	23	13	18	19
cmet	3	1	3	0	1	13
h	1008	1462	1491	950	1445	1748
cic	2947	3114	2446	2837	2960	2944
Arr2	123766	129850	121441	127826	124565	114551
wun2	437	399	466	437	398	410
RpL14	14374	14566	19290	14013	15558	13440
foi	1812	1785	1590	1849	1825	1970
dbo	1427	1356	1292	1442	1412	1605
krz	1202	1127	1078	1173	1216	1443
DNApol-alpha50	71	67	64	59	74	67
Sulf1	1810	1913	1701	1808	1909	1957
Gr66a	18	27	24	24	15	28
Vhl	181	209	202	174	225	185
Rab19	393	480	484	430	423	488
Nmt	414	472	454	449	499	422
wds	353	488	404	400	385	321
Arp3	650	671	746	646	737	713
Peritrophin-15a	2	3	3	2	1	0
Peritrophin-15b	0	0	0	0	0	0
RNaseX25	1285	1226	1365	1185	1319	1433
mRpL33	316	293	377	311	313	239
geko	164	173	183	193	177	199
Hn	10528	12490	12304	11474	12820	12495
Cyp4d8	207	204	164	250	219	248
qm	1778	1842	2056	1871	2006	1902
mei-P22	2	4	4	4	1	6
Neos	159	195	197	169	175	159
melt	163	176	124	177	166	164
msl-3	286	321	319	278	289	268
EbpIII	17474	18359	18423	20652	20566	16816
bin	1	0	3	2	4	0
ndl	0	1	1	1	0	1
Cht4	31	14	0	158	104	0
sfl	1404	1314	1040	1420	1464	1321
yip7	8	1	3	22	7	2
vn	304	323	337	362	351	390
Spn28F	3	1	3	2	0	1
S6k	2537	2457	2561	2334	2610	2711
Spn38F	1	0	1	0	0	1
Tektin-C	35	34	47	40	31	32
Cralbp	20	27	17	39	34	26
Txl	872	984	1074	824	1027	860
Spn55B	144	276	159	141	181	202
Sse	17	15	9	15	13	17
Klp64D	1125	1151	1240	1129	1033	1208
TfIIEbeta	373	361	429	375	350	363
CIAPIN1	297	359	357	315	373	334
AlaRS-m	374	441	460	387	437	375
PpD6	0	0	1	0	0	1
Pp1-87B	5820	6005	5981	5395	5769	5714
Srp54k	1208	1219	1068	1231	1215	1215
Con	1989	1747	1952	1954	1781	1834
Src64B	623	634	582	610	680	672
mas	0	0	0	0	2	0
l(3)73Ah	373	371	381	346	346	414
Tie	847	894	795	898	800	942
Akh	954	690	1552	1237	1022	359
Ras64B	1016	1085	1156	1004	1049	1087
l(3)87Df	138	156	152	135	125	143
Syx17	575	617	668	542	601	696
Rop	4534	4688	4758	4589	4724	4513
Catsup	1006	885	815	907	998	892
mRpS6	271	267	325	289	215	236
RfC4	115	130	149	132	130	140
wek	207	198	194	186	178	195
Gr64c	0	0	0	0	0	0
mRpL4	351	332	383	290	321	336
Mtr4	276	307	291	300	340	331
NimC3	0	0	0	0	0	0
FoxL1	0	0	1	1	0	0
Hsp70Bb	14	17	27	11	16	18
scrt	4830	4503	5386	4295	4556	4330
Hsp60B	0	0	1	1	1	3
Pp1-13C	3	2	0	3	0	3
Scsalpha1	5083	5207	5797	5462	5258	5320
Grip91	422	366	332	376	385	460
Drs	10542	5303	10249	1989	4161	3959
GstD8	59	83	74	79	84	63
GstD6	3	7	0	3	6	2
Hsp83	11849	11230	12494	13755	10720	11033
GstD5	6	7	4	2	6	9
rasp	52	60	79	60	77	69
GstD4	9	8	10	6	3	2
GstD2	83	66	77	65	89	68
Or63a	87	78	109	90	77	83
RpII18	328	354	411	269	357	280
mRpS35	297	310	341	256	279	235
ImpE3	10	16	10	5	4	5
mus101	87	94	52	93	93	102
Acp62F	2	0	0	0	0	0
Mst57Da	0	1	0	0	0	1
scat	492	498	539	507	497	536
mRpL23	265	257	340	232	239	230
betaTry	94	1	10	109	17	15
yellow-g	42	34	39	42	44	70
Eip63F-1	2674	2459	2091	2565	2543	2191
RpL23A	22480	23519	28501	20155	24243	20515
Zw10	305	317	347	334	367	337
GC	289	296	341	294	275	323
vir	383	423	347	359	405	414
rho	1015	1151	1024	748	1170	860
Mst98Ca	1	0	0	1	1	0
Acp95EF	0	0	0	0	0	0
LysB	2	0	0	1	2	2
LysX	7	10	7	15	9	15
Fkbp59	1136	1215	1138	1118	1273	1095
bab2	723	721	722	709	762	711
betaggt-II	414	448	433	386	425	389
Lk	0	0	0	0	0	0
Gr61a	7	3	12	5	4	7
aPKC	2991	2885	2612	2937	2982	3019
emc	3865	3819	3845	3540	3893	3844
Tor	886	906	818	931	857	894
Cypl	65	86	100	71	100	55
klar	2489	2626	2102	2434	2553	2579
trh	337	325	321	348	322	316
Gtp-bp	1236	1218	1197	1103	1108	994
woc	973	1106	1006	1023	990	1076
mRpL17	281	311	322	279	295	264
Lsp1gamma	51	114	3	34	6	2
term	1	2	0	3	2	0
Kr	66	61	62	69	61	62
mus205	168	236	142	190	222	208
EbpII	0	0	1	0	0	0
dup	139	97	97	104	105	95
gsb	2	2	1	1	5	1
ebo	806	867	812	839	921	985
gsb-n	13	8	9	10	6	7
comt	5188	5532	5606	5346	5604	5212
uzip	3000	3392	2836	3116	3749	3262
arg	242	184	145	178	211	109
CanB2	1782	1830	1963	1660	1817	1666
l(2)dtl	116	150	131	133	125	136
key	1094	1062	1278	980	1132	1187
CG3594	93	134	149	119	127	103
Lcp9	0	1	2	3	4	2
Bka	94	144	156	127	128	118
Cyp9c1	0	0	0	0	0	0
Nurf-38	5906	5293	4933	5609	5534	3898
east	1971	2089	1686	2012	1951	2062
scw	4	2	2	2	0	6
Ssl	1	2	2	1	3	8
CG42383	5	2	3	5	6	5
SerT	422	517	470	467	570	522
S6KL	869	882	738	749	905	1012
Rpn8	1165	1396	1277	1130	1339	1102
gwl	8	8	11	7	11	40
msopa	0	2	0	0	0	0
slbo	30	21	33	10	24	17
aly	0	0	0	1	1	1
betaTub60D	978	1094	887	888	1320	853
nvy	429	395	423	440	411	393
enok	1155	1299	1200	1149	1267	1265
gek	1271	1344	1231	1219	1315	1315
nec	4710	5558	5444	4469	4858	4733
Adk2	7	3	4	4	3	5
Taldo	6774	6128	4513	7633	6548	3922
lds	100	96	108	113	125	156
PHDP	12	10	7	15	11	16
ken	480	447	364	417	455	408
vg	66	72	64	57	76	67
Or59c	11	20	19	14	20	20
bgcn	3	6	5	1	2	8
Or59b	95	125	121	114	127	132
beta'COP	1423	1487	1294	1438	1447	1444
Snap29	492	493	531	463	489	457
Or59a	1	0	0	0	0	0
Or49b	9	7	7	10	8	8
e(y)2	74	97	85	89	86	87
SuUR	0	0	0	0	0	0
Gbeta76C	13298	12829	12860	13609	12884	10280
Ssrp	438	503	467	374	440	484
yellow-d	601	1162	778	714	706	1060
Dsk	485	509	704	427	489	585
Alg3	146	155	147	134	150	138
Abl	2433	2768	2005	2407	2554	2500
mRpL43	248	222	267	240	209	173
Gr59b	0	1	3	1	1	0
l(2)efl	1205	2573	2106	1115	2288	1582
Fib	359	349	495	347	371	271
Amph	5707	5048	4264	5549	5288	4876
onecut	3718	3550	2506	3861	3676	4011
twi	6	13	9	16	8	9
GlnRS	742	772	758	745	824	666
Faa	762	628	664	728	704	768
Cyp4p1	3180	3400	3017	2872	3560	3341
fd59A	139	146	117	107	123	128
RpL23	12354	14240	14614	11997	11415	11470
bw	432	448	391	613	511	461
Lac	1816	2111	1929	1946	2216	1948
can	2	5	5	2	6	7
Ppa	1107	1009	960	1192	1162	1132
mRpS29	382	377	431	334	415	355
Or49a	2	0	0	0	0	0
TrpRS	398	430	436	423	404	470
qkr58E-2	1406	1384	1487	1341	1358	1389
E5	67	71	50	56	67	58
qkr58E-1	1270	1399	1207	1176	1256	1090
Gr58b	0	0	0	0	0	0
SmF	108	104	141	101	110	78
Loxl2	387	389	362	432	442	269
RpIII128	197	237	243	228	232	238
net	175	177	173	162	175	177
Tbp	189	206	229	160	230	210
otk	48	50	63	61	62	73
sens	6	21	15	11	8	23
Acox57D-d	397	386	340	432	410	335
rho-7	232	254	235	225	223	267
Acox57D-p	551	539	563	542	616	609
Buffy	260	335	372	280	306	361
Lsp2	4198	4248	4225	5983	3474	6704
lin	292	304	238	272	260	279
Act57B	34113	35543	30389	29577	32827	23783
otp	121	120	120	94	95	122
Lcp65Ab1	0	0	0	0	0	0
Gr57a	0	0	0	0	0	0
fz	261	273	249	304	292	280
Toll-7	642	644	526	613	699	661
Or56a	29	23	28	35	33	29
dib	0	1	0	0	0	0
iotaTry	2	2	2	0	2	1
deltaTry	0	0	0	0	0	0
cv-2	474	464	459	448	480	539
eEF1beta	5649	5868	6509	5420	6028	4946
thetaTry	0	0	0	0	0	0
Fkbp12	4024	4130	4485	3928	3894	2814
etaTry	0	0	0	0	0	0
zetaTry	0	0	0	0	0	0
Spn43Aa	10	15	19	11	6	15
botv	376	419	321	390	432	443
Or47b	28	31	32	29	21	26
5-HT1B	528	643	577	512	620	558
Or47a	28	43	37	33	30	45
Rab3	5926	6354	6317	6197	6418	6367
DptB	6150	6016	9204	655	906	5056
edl	181	222	236	169	186	187
Actn3	0	2	0	2	0	2
mRpS28	244	266	291	261	225	229
Pepck1	0	0	0	0	0	0
Prp19	377	385	471	321	407	364
Prx2540-2	405	824	595	454	589	663
Hsp70Ab	0	0	0	0	0	0
Gr47a	1	3	3	4	2	3
Larp7	177	185	163	170	191	183
Smurf	1709	1781	1299	1877	1801	2027
Hdc	1263	1327	1155	1380	1383	1072
ph-d	584	597	517	523	620	541
Dcr-2	1230	1159	1016	1307	1458	1355
mys	1995	2135	1495	1912	2126	1996
Tre1	152	172	170	126	147	141
POSH	224	295	276	224	263	260
ru	72	67	87	75	63	72
MESR4	1071	1153	940	1052	1074	1047
sut4	0	0	0	0	0	0
nkd	578	567	526	555	575	628
RpL18A	19541	21717	24638	19383	21026	18305
cyp33	192	209	212	176	208	194
Cdc2rk	191	203	202	193	227	200
mRpL42	305	315	386	362	344	316
Def	2240	572	856	372	526	484
kto	630	679	577	626	679	760
robl	418	407	487	378	421	410
eve	0	1	2	1	0	0
g	1854	2009	1666	1651	1804	1890
abo	187	182	168	182	207	210
FMRFa	142	147	184	148	158	157
nerfin-1	6	5	4	7	2	4
Amy-d	582	481	439	597	506	652
tant	248	249	246	234	285	281
Or45b	0	0	0	0	0	0
Or45a	13	9	25	16	16	9
tef	132	108	100	116	147	153
msk	2318	2298	2321	2208	2375	2185
Fen1	64	56	64	56	62	55
CG42382	0	0	0	0	0	0
san	474	557	599	478	522	471
RpLP2	11209	12392	12920	10788	12283	10798
DAT	283	265	223	295	247	265
Coprox	236	273	235	278	325	303
ptc	128	152	125	162	127	117
JhI-26	121	136	119	122	131	135
fidipidine	305	334	378	273	317	306
cwo	1101	1189	1390	1053	1319	1905
SmD1	109	153	130	128	127	103
Tsf3	261	304	357	271	348	374
Socs44A	454	410	453	418	408	483
Jhe	137	91	117	110	83	88
sut1	193	186	166	179	194	161
Hey	12	7	19	21	12	10
Cyp4e1	248	214	212	283	235	242
Or43b	97	114	121	122	93	136
Ag5r	215	824	110	197	103	898
Smyd3	266	277	224	279	283	244
Mtk	4071	3683	6153	1150	1128	1572
cn	1	0	0	1	0	1
Gr43a	10	9	16	10	7	10
Cyp6a8	967	1035	953	1144	940	1146
Cyp6a9	1072	1189	947	936	1098	1168
Incenp	8	16	12	15	14	28
Or43a	4	11	6	7	9	10
AttB	7848	7221	11390	821	2064	4952
Cyp9b2	5997	6838	5540	6103	6905	6462
PPO3	18	14	13	11	10	16
AttA	1448	1678	2217	70	226	1009
Cyp9b1	479	602	586	360	556	574
Surf1	99	134	141	130	117	108
Dro	23262	27664	40622	980	1851	7326
RpI1	458	455	443	454	428	424
Tsp42Er	52	46	47	32	43	32
Tsp42Eq	38	15	37	18	33	25
Tollo	240	256	222	261	274	307
LamC	1185	1491	1199	1192	1386	1059
Tsp42Ep	8	11	9	11	16	8
Uba2	677	701	647	682	752	703
Hsc70-5	4446	4249	4048	4348	4578	4178
Tsp42Eo	0	0	0	0	0	0
Mdr50	77	69	80	108	123	74
Tsp42En	113	153	181	141	133	127
Sox15	92	106	88	83	87	85
lbm	261	309	317	203	315	230
Tsp42El	647	806	685	675	823	665
mRpS16	196	205	263	202	161	178
mEFTu1	1492	1561	1585	1485	1475	1286
Tsp42Ek	153	169	190	160	175	131
Tsp42Ej	1675	1783	2299	2905	2525	1335
IKKbeta	352	415	349	367	386	390
Tsp42Ei	422	523	481	410	543	538
Rpp30	84	94	139	81	102	106
Tsp42A	2	1	4	4	1	2
Tsp42Eh	227	315	309	195	310	198
Tsp42Eg	523	632	584	522	649	511
Sr-CIII	0	0	1	2	0	1
Or42a	10	14	16	12	13	10
Tsp42Ef	1183	1355	1255	1200	1277	1162
Tim17b2	1	0	0	0	0	0
CG17716	1303	1363	1221	1352	1337	1205
Tsp42Ee	6099	6127	6335	5374	6251	6089
cid	2	4	8	2	7	8
Tsp42Ed	804	1221	1068	703	791	1043
TpnC41C	938	759	970	794	827	612
AttC	28181	19332	33422	3020	5600	14983
Tsp42Ec	0	11	11	6	5	7
Rab18	681	726	742	662	739	763
AQP	485	453	468	441	500	399
Shark	200	253	183	177	244	232
Cyp6a2	2505	2728	2425	1735	2165	3039
mRpL12	501	483	581	505	578	414
GLaz	692	792	895	666	867	818
Su(z)2	1147	1120	864	1064	1124	1072
CanB	2031	2195	2540	2000	2177	2110
pie	15	20	15	8	11	20
tsh	177	188	162	180	158	145
Psc	246	290	239	265	215	236
Act42A	1085	1143	1063	1005	1295	948
ome	1582	1382	1156	1412	1408	1302
Mdr49	680	686	571	770	672	604
Or42b	85	124	99	98	86	97
Tsp39D	1217	1147	1136	1268	1213	1261
dimm	16	22	22	29	25	27
clumsy	304	270	301	287	295	285
Mpp6	80	90	101	69	85	71
Ugt37A1	8	7	8	5	14	10
Tep4	644	602	493	759	806	642
Top3alpha	186	246	217	223	233	223
Sidpn	535	491	892	505	471	715
mRpL13	234	251	271	220	224	213
MESR3	1015	1033	1090	1067	1150	1079
bsf	1152	1140	1055	1093	1242	1222
Acp36DE	1	1	1	1	1	1
Oli	199	174	247	196	199	220
Dhc36C	49	60	47	45	72	60
Cse1	465	496	418	482	667	608
yellow-b	347	421	298	370	445	352
heix	277	288	253	268	317	304
beat-Ic	539	576	403	551	575	551
beat-Ib	521	543	529	540	586	533
Tep1	178	114	115	122	144	173
Tektin-A	1	0	0	0	0	0
kek3	694	766	588	709	668	668
nht	0	0	0	0	0	0
yellow-c	232	270	225	242	279	287
GABA-B-R1	1375	1247	1160	1357	1377	1421
Rnmt	160	167	145	146	192	157
spel1	356	338	308	340	346	348
Acyp	0	0	0	0	0	0
CAH1	1142	1188	1006	1047	1309	1122
Vha68-1	7146	7395	7395	7177	7629	7051
Or33c	7	8	9	10	9	9
Or33b	0	0	1	0	2	0
Or33a	3	4	5	3	0	2
Tsp33B	1	0	0	0	0	0
kek2	984	988	846	1001	1034	1056
Acp33A	0	0	0	0	0	0
sala	0	0	0	0	0	0
mre11	552	535	590	500	557	544
hgo	693	514	414	680	551	669
Gr32a	22	15	14	17	25	15
AstC	874	873	1104	928	900	920
Nos	589	592	554	567	566	583
Lip1	4	5	5	0	1	4
Lrr47	53	63	67	47	68	72
mRpS7	685	653	815	581	671	663
Cdk5alpha	2770	2533	2821	2778	2637	2798
Prosalpha6	937	941	990	865	1030	836
Fbp2	1	3	0	1	2	3
RpL7	24108	24806	31086	23886	26675	22979
tai	1837	1833	1606	1748	1795	1940
RpL13	14679	17257	19988	14838	16769	14247
Or30a	2	0	0	0	0	1
Dref	604	833	602	537	831	645
Toll-4	17	10	21	20	25	10
yip2	2417	2269	2610	2674	2188	2387
Try29F	40	28	41	28	29	29
Cyp4e3	66	85	59	81	132	125
Tsp29Fa	19	19	28	16	20	25
Gdi	4651	4902	4947	4687	4770	4655
Acp29AB	0	0	0	0	0	0
Scgalpha	465	470	605	467	492	515
Tep3	669	695	594	732	815	791
Obp28a	2987	3874	3752	3339	3697	3466
Gr28a	0	1	0	0	1	0
wg	107	86	95	97	107	96
Pvf2	53	76	61	52	43	62
Gart	4009	4590	2596	3198	3666	2581
Nlg2	1422	1509	1075	1567	1491	1644
cort	4	10	10	3	9	14
cup	0	0	0	0	0	0
Kr-h2	1590	1681	1378	1744	1797	1673
mtm	497	540	517	513	608	543
H2.0	4	14	12	7	8	10
GluRIIB	7	2	5	7	4	5
GluRIIA	183	203	170	191	232	187
TotM	4544	3106	3125	1421	4300	1660
eIF3i	2688	2808	3266	2714	2775	2748
mRpL24	572	597	608	570	574	547
Sgs1	10	12	9	8	10	15
mRpS2	234	272	318	238	244	210
Bsg25A	0	0	0	1	0	0
Or24a	0	0	0	0	0	0
ed	2086	2055	1915	1938	1934	2100
Ptpa	281	267	363	266	263	275
gkt	133	147	140	109	150	124
Prx6005	193	168	213	191	188	195
Or23a	9	2	8	7	7	6
Ser12	0	0	0	0	0	0
Or22c	2	1	4	3	4	1
Or22a	44	47	49	42	61	38
ast	187	209	221	161	218	219
Gr21a	13	17	15	15	18	20
ds	219	246	207	274	272	265
Ets21C	44	68	51	39	73	77
Spp	1241	1182	919	1385	1124	808
smo	223	237	181	213	227	290
mRpL10	440	414	411	399	376	358
fog	1196	1245	1103	1197	1181	1218
S6kII	461	489	379	473	534	524
lcs	372	3565	384	448	243	3495
mst	53	73	70	63	80	81
mal	246	269	260	238	296	268
Hlc	2048	2224	2424	1970	2204	2465
cactin	283	376	378	292	362	422
Syx16	270	341	277	265	286	266
Sep1	548	546	530	553	651	609
Rab10	1741	2003	1874	1883	1928	2087
peng	384	449	431	374	396	311
dod	261	272	271	204	268	224
Nep3	1613	1433	1235	1683	1450	1533
Ser6	0	0	0	1	0	0
amn	21	14	5	13	18	16
AP-1-2beta	2121	2277	2245	2256	2356	2272
run	47	69	73	58	53	51
Cdc42	2092	2222	2013	2099	2196	2091
Mer	570	739	680	585	654	694
dome	708	917	719	776	804	813
pcm	720	791	682	681	726	693
Pvf1	266	343	230	317	335	360
Tsf1	38419	30609	43849	36964	38052	46888
betaCOP	2113	2081	2059	1917	2080	2038
Taf8	89	132	104	94	107	126
scu	1640	1469	1697	1804	1670	1518
Ada3	371	428	431	398	464	442
Dhc16F	9	16	11	15	16	21
e(y)1	162	195	184	148	161	164
Socs16D	2231	2202	2522	1998	2217	2243
OdsH	2	5	5	2	5	0
beta-Spec	10854	11096	8787	10549	10870	10907
B-H1	110	126	102	127	126	114
B-H2	112	120	111	130	105	118
RpS5a	19091	18507	24045	18639	20726	17354
RSG7	2110	2058	2071	2112	1988	2071
mRpL22	341	373	333	334	319	272
mbt	858	989	965	833	931	948
SMC3	692	743	655	647	694	697
Pp2B-14D	1814	1910	1670	1849	1809	1846
